time,row,col,demand
132,7,4,0
201,2,1,0
501,5,2,0
114,5,5,46
202,2,6,5
448,7,6,0
215,3,5,76
142,4,3,46
5,7,2,0
501,5,7,109
505,7,1,0
323,1,6,32
469,2,3,151
137,5,2,4
302,3,7,55
374,0,3,159
113,7,3,0
330,6,6,0
100,0,6,0
122,3,7,7
498,7,6,22
545,0,4,89
593,2,5,122
476,1,5,302
1,6,4,0
697,6,7,471
532,0,3,151
731,5,6,95
677,5,2,66
519,7,4,0
87,5,3,38
440,2,7,13
496,0,0,14
201,5,2,0
355,7,4,6
589,4,1,10
328,5,5,83
648,3,3,90
326,4,2,0
433,2,2,144
611,2,5,36
368,0,1,0
502,4,0,0
606,7,6,0
653,0,3,90
711,4,1,0
398,1,4,37
643,6,4,0
66,4,2,3
420,3,4,12
190,4,1,12
333,0,3,67
288,2,3,40
3,3,7,5
506,5,5,53
78,3,3,6
85,5,7,259
117,2,5,70
308,5,1,0
32,4,6,3
516,1,6,15
129,7,0,0
560,1,5,0
503,5,0,0
133,0,4,109
584,4,5,17
275,3,5,18
473,6,4,111
415,6,4,0
531,3,7,65
464,5,5,8
441,5,5,8
518,4,4,47
204,7,4,0
19,1,4,51
605,5,2,0
607,5,3,0
677,2,7,66
540,3,4,15
230,6,5,16
209,6,7,16
202,2,1,5
599,5,3,61
247,5,1,0
491,4,4,28
14,7,2,0
468,3,3,27
40,1,3,634
468,1,7,34
64,6,0,0
17,6,3,0
44,3,4,86
509,5,3,9
423,1,5,132
0,6,0,0
274,0,6,0
73,5,6,4
303,7,3,6
549,2,3,144
582,4,3,281
226,2,2,5
535,5,7,0
561,2,2,0
669,4,4,90
43,0,3,161
455,0,1,25
206,3,0,0
444,3,7,25
191,1,0,7
30,7,0,0
59,1,1,3
243,7,2,5
570,1,1,58
470,1,6,61
166,7,5,4
368,7,0,0
160,4,5,91
593,6,4,44
415,4,4,19
667,3,5,153
509,6,3,15
45,7,0,0
300,2,6,9
546,1,7,160
255,7,7,22
590,0,6,54
458,3,6,96
38,2,7,154
145,4,1,7
335,5,7,26
644,7,7,0
643,0,1,11
443,5,7,8
571,1,5,177
135,7,3,0
121,7,4,4
726,7,1,0
317,6,4,6
268,2,2,0
67,2,4,147
434,2,6,124
356,6,5,10
423,1,7,75
477,2,5,268
515,0,3,0
586,3,4,0
41,1,0,3
272,4,6,5
356,4,6,81
47,2,2,20
87,6,7,16
264,5,4,14
431,6,4,70
405,0,2,23
229,1,7,8
126,4,6,0
647,5,0,0
175,0,2,0
97,7,6,29
191,0,5,53
136,4,5,133
289,0,5,9
39,1,2,140
599,5,1,0
611,7,3,0
30,1,6,3
85,3,5,547
456,6,4,77
563,6,4,0
576,6,0,0
613,0,6,0
172,2,7,24
271,4,6,0
286,7,3,0
420,3,3,39
587,1,2,0
119,6,0,0
22,1,5,71
216,7,0,0
30,0,7,3
181,4,0,0
666,2,6,682
575,1,1,0
488,7,6,0
371,3,4,0
15,4,7,51
238,1,6,29
108,5,3,0
565,6,0,0
298,5,5,0
219,6,3,13
395,6,4,0
57,4,4,186
564,5,1,0
273,5,1,0
510,6,5,0
78,7,5,0
189,2,3,24
112,3,1,10
370,4,4,11
235,2,0,0
486,5,7,36
79,5,4,0
607,3,2,0
155,2,0,4
625,6,7,30
529,6,0,0
6,7,4,0
341,2,0,0
633,3,2,19
97,4,1,0
184,7,6,0
313,6,2,0
239,6,3,8
212,6,4,20
292,2,7,19
590,4,6,88
613,5,0,0
436,0,7,20
652,0,3,71
306,6,6,6
426,1,0,0
701,4,5,540
408,6,3,7
234,7,2,0
391,4,5,11
458,1,3,69
228,7,6,0
224,4,5,8
143,6,4,4
227,5,7,0
604,4,7,64
142,4,0,4
131,0,4,76
445,1,2,25
399,7,7,37
466,7,7,0
511,6,0,0
344,3,3,10
689,2,0,0
420,1,1,0
185,4,3,19
36,0,2,57
720,6,0,0
665,1,1,0
408,4,4,55
550,5,1,0
436,5,4,53
446,1,2,33
722,4,3,45
6,5,6,0
136,6,0,0
387,0,0,0
76,5,3,0
417,2,4,0
491,3,1,8
242,6,4,17
75,0,3,10
60,4,7,66
506,4,0,0
476,6,0,0
65,2,5,482
125,3,3,0
254,0,1,17
672,7,2,0
552,4,1,26
289,3,3,43
689,1,5,0
244,7,1,0
259,0,1,0
448,7,1,0
539,6,5,0
371,2,6,11
396,7,5,0
52,4,3,64
169,1,0,0
569,2,4,110
403,0,0,0
728,1,3,781
194,6,7,33
294,1,1,0
571,2,2,52
154,2,0,0
104,7,0,0
386,1,2,41
408,1,6,1107
435,7,4,20
507,1,2,29
482,4,7,22
564,2,1,0
661,0,4,20
411,3,2,19
576,2,2,44
587,7,1,0
401,1,2,71
392,4,4,0
383,7,7,7
269,7,4,0
611,4,6,0
57,7,3,3
377,7,7,7
711,7,1,0
230,6,7,8
416,6,4,0
646,6,0,0
103,7,3,0
40,4,5,195
65,6,7,171
497,1,6,109
3,0,1,0
98,2,2,4
403,6,0,0
391,2,1,0
700,0,5,864
328,3,0,0
720,3,5,354
57,7,4,3
294,7,7,9
341,1,4,10
49,2,0,0
265,0,6,47
238,1,7,72
295,6,3,0
518,6,5,23
214,3,5,234
427,3,4,51
44,7,3,0
242,3,6,27
469,6,4,0
614,3,6,82
184,3,3,27
135,2,1,4
378,0,4,68
116,6,0,0
502,6,1,0
0,4,5,17
89,3,5,98
16,1,2,46
144,2,7,37
43,5,7,132
560,0,7,0
556,4,7,42
640,7,3,0
434,4,7,86
234,7,5,5
100,2,0,0
726,5,0,0
193,1,2,20
466,0,6,0
135,0,5,109
26,7,7,0
82,5,2,0
294,0,1,9
401,3,4,53
499,0,3,100
152,3,2,117
10,6,4,0
455,1,1,8
120,4,6,11
56,0,0,15
699,7,7,13
663,7,3,12
40,7,2,0
521,1,5,205
180,4,7,4
586,3,3,0
81,7,4,4
289,3,1,6
138,1,2,66
687,6,5,0
498,6,2,0
254,7,6,5
553,6,7,26
485,4,1,0
227,6,2,0
390,4,4,66
247,7,5,0
440,6,7,20
328,1,5,109
177,2,0,12
475,2,2,34
709,5,5,43
571,7,4,10
34,6,3,3
65,0,7,523
163,0,3,139
435,2,0,0
124,7,3,0
129,7,7,0
453,0,1,25
640,2,6,116
2,5,5,0
585,7,1,0
483,3,5,153
450,4,4,86
481,4,7,28
582,2,5,34
107,5,5,4
43,5,0,0
160,3,1,14
640,2,0,0
479,3,1,8
312,5,7,71
348,6,1,0
213,5,2,12
92,3,4,69
195,4,0,0
608,1,1,0
32,1,7,109
594,7,3,0
354,7,0,0
578,0,3,149
726,7,5,23
145,0,5,37
458,3,3,96
0,6,6,11
116,4,7,56
540,5,0,0
302,2,2,15
556,1,6,42
566,7,4,0
200,2,7,0
704,6,0,0
682,6,2,0
228,7,0,0
326,5,4,6
515,2,3,15
528,5,4,40
350,7,7,0
107,2,3,4
604,1,2,82
416,4,0,0
649,6,2,0
455,4,6,45
390,2,1,0
260,5,1,0
24,3,3,32
317,4,0,0
326,3,5,42
617,2,7,139
194,6,5,12
427,7,7,19
47,0,5,18
610,2,5,11
465,0,6,0
418,7,4,0
245,1,3,0
485,7,2,0
207,0,7,53
82,6,3,0
178,1,7,0
71,6,5,12
104,5,1,0
149,2,0,0
641,6,0,0
527,0,3,123
651,0,3,122
619,6,5,103
556,5,6,26
195,7,1,0
640,5,0,0
497,1,5,145
386,7,4,11
312,2,2,36
258,6,4,9
726,3,5,5332
724,2,0,14
486,6,6,8
11,7,2,0
247,7,7,0
653,5,6,31
35,5,5,195
475,0,0,0
106,4,1,0
685,3,3,309
581,7,5,27
294,4,6,9
354,2,5,146
511,6,5,15
329,7,2,32
597,5,2,10
294,3,2,0
588,1,6,0
37,0,6,163
32,2,7,18
341,5,0,0
432,1,3,184
725,6,0,0
245,4,5,9
586,7,6,0
111,7,7,33
479,3,6,393
494,0,7,100
102,3,1,0
203,2,5,28
177,3,5,4
3,5,7,0
317,6,5,10
40,2,2,20
298,7,6,19
716,5,7,35
642,2,5,116
530,6,0,0
116,5,1,17
344,6,0,0
144,2,1,0
34,4,0,3
16,2,6,200
31,0,6,0
85,5,2,12
542,5,1,0
648,7,1,0
498,1,2,86
502,2,1,8
587,2,0,0
555,2,1,0
645,3,3,60
242,7,0,0
362,7,6,0
87,3,7,67
86,6,4,114
80,4,4,22
569,4,6,126
678,3,1,0
383,1,6,845
395,4,4,11
113,4,5,20
617,3,0,0
394,4,4,0
488,0,5,0
286,4,4,70
685,7,4,0
481,6,0,0
640,1,4,67
339,0,6,75
350,0,2,6
261,2,5,94
468,3,1,21
32,0,6,20
723,5,2,14
73,7,1,0
295,2,1,0
24,6,2,0
646,7,1,0
504,5,5,53
170,5,1,0
281,2,6,70
325,0,3,46
291,4,3,6
484,5,2,14
262,4,2,0
580,2,6,264
146,2,1,0
525,6,7,91
125,6,0,0
447,0,0,0
115,1,2,112
87,4,4,79
167,5,6,98
488,0,6,0
28,3,2,0
528,1,0,0
83,7,3,0
269,7,5,0
491,2,7,0
257,4,1,14
277,5,4,5
327,7,2,0
619,7,7,0
268,7,6,5
60,5,5,96
361,3,7,103
397,5,7,48
313,1,3,42
46,3,3,20
213,0,6,174
168,6,0,0
431,3,7,43
468,5,6,8
380,3,4,135
389,2,6,60
298,4,6,0
702,5,6,471
515,4,6,0
361,5,3,0
709,2,7,22
296,1,2,0
645,4,1,19
510,4,7,0
42,1,4,23
4,1,6,14
591,5,7,88
591,1,2,98
673,3,1,0
448,4,6,86
175,3,5,0
289,2,0,0
427,3,7,39
191,6,4,7
594,7,2,0
523,3,1,38
403,2,1,0
143,0,5,42
137,6,7,21
131,2,2,66
481,5,3,8
326,2,1,0
464,1,2,0
12,3,2,3
197,6,4,0
456,4,6,27
382,5,7,68
594,2,7,193
136,0,5,105
221,0,2,13
253,1,2,17
538,0,4,9
586,5,1,0
625,3,1,37
372,5,7,22
452,6,4,33
501,7,7,340
670,0,5,459
704,3,2,13
544,1,4,209
315,5,4,10
518,1,0,0
596,4,1,34
480,7,1,0
213,2,2,25
371,1,5,0
639,7,0,0
662,3,4,102
135,3,2,7
16,1,5,218
355,1,1,33
514,6,0,0
410,7,1,0
198,1,6,5
313,6,5,10
683,7,5,0
242,4,2,9
8,7,3,0
76,0,7,4
530,2,7,65
201,7,6,5
728,5,1,163
210,1,7,93
53,5,3,0
17,1,3,79
46,2,6,247
159,7,0,0
148,4,4,0
567,4,4,135
560,4,7,52
497,4,2,0
722,6,0,0
487,2,5,14
179,3,6,27
267,0,5,14
155,2,6,238
373,4,4,96
690,2,1,0
621,5,0,0
253,7,4,5
156,4,0,0
568,5,5,32
291,0,5,0
460,2,6,111
401,0,7,108
148,2,1,0
233,7,2,0
728,0,2,331
184,4,3,31
119,4,4,37
32,3,7,6
652,6,0,0
496,2,0,0
102,2,0,0
500,5,4,45
438,1,5,40
583,2,3,10
156,6,7,23
200,7,6,0
444,0,4,8
217,7,0,0
376,4,5,57
691,4,1,0
589,4,2,0
499,2,5,195
68,4,4,94
345,7,5,0
172,2,5,7
4,7,0,0
366,1,1,0
297,0,3,0
179,4,1,0
17,7,4,14
515,7,6,9
300,0,5,0
5,7,4,0
60,2,4,262
679,7,4,0
262,2,1,17
116,5,2,4
134,3,2,11
18,3,6,974
544,3,4,95
33,7,7,46
164,6,6,37
393,3,2,0
224,3,3,0
249,5,6,0
227,4,0,0
592,2,3,203
94,1,3,152
602,7,5,28
55,5,2,0
218,6,3,0
606,5,0,0
1,1,7,3
183,2,6,34
150,0,2,0
419,6,7,0
685,5,1,0
424,7,5,12
425,0,3,113
588,4,7,10
36,2,4,149
288,4,3,113
667,7,6,12
454,7,3,0
695,1,6,226
28,1,1,0
250,4,3,5
548,7,3,0
316,5,3,10
306,7,5,6
726,2,0,0
90,4,3,16
425,5,5,106
259,6,7,9
606,0,1,0
43,0,0,29
39,1,7,143
637,4,6,11
695,0,0,0
422,5,6,12
152,0,1,7
379,6,3,17
223,0,6,0
4,4,2,0
176,5,0,0
264,4,5,52
166,0,5,1175
329,0,0,0
564,4,7,16
338,3,6,237
427,4,4,82
372,0,2,103
709,5,3,0
38,0,4,154
277,5,1,0
505,7,2,0
93,7,5,19
275,3,2,0
495,5,2,8
0,4,6,0
173,0,7,0
202,1,5,5
164,7,2,0
257,0,0,5
112,7,5,0
149,5,7,0
710,5,0,0
14,3,2,24
586,7,2,0
347,5,6,0
144,4,6,32
482,6,6,8
663,5,7,31
605,4,3,75
599,0,1,0
226,6,7,0
255,6,7,9
615,6,2,11
573,4,7,587
69,5,5,72
485,2,4,28
503,1,4,36
433,4,1,8
723,6,5,59
70,0,4,94
528,6,4,40
625,7,0,0
412,6,5,31
155,5,7,242
565,2,2,126
561,5,6,0
557,0,1,0
702,7,3,0
314,2,0,0
568,3,4,58
535,4,7,0
599,1,6,149
408,1,0,7
584,4,2,0
395,7,3,0
602,2,6,260
672,0,4,119
330,0,2,20
146,7,4,0
132,1,7,74
478,0,4,125
469,7,3,0
197,0,2,0
210,5,3,8
545,1,3,160
310,5,1,0
376,2,4,124
297,1,6,6
475,2,3,103
166,6,0,0
460,0,7,90
465,0,7,8
656,4,5,12
287,7,0,0
707,5,4,13
726,5,6,554
219,5,3,8
474,7,1,0
622,1,0,0
421,2,5,70
671,7,1,0
550,4,2,0
387,6,5,7
289,5,3,0
548,1,3,151
55,2,7,6
4,4,4,0
387,6,0,0
712,2,2,0
56,7,1,0
695,6,4,0
395,5,7,7
261,2,2,17
189,5,6,19
117,0,3,83
514,5,7,9
694,5,7,54
479,4,0,8
640,4,2,0
500,6,0,0
491,1,3,8
165,5,6,106
681,3,5,12
603,5,6,28
339,3,1,6
519,3,1,38
602,7,1,0
455,7,1,0
269,6,6,0
188,5,0,0
71,1,4,19
583,7,5,0
700,1,6,640
515,2,1,0
556,6,0,0
514,7,3,0
690,3,2,0
466,4,5,0
312,2,5,602
614,4,6,28
32,4,2,0
374,1,6,57
99,5,4,0
176,2,6,0
83,7,1,0
612,0,4,0
597,7,6,17
637,6,4,0
676,4,4,66
12,5,1,0
119,0,6,33
731,6,1,0
357,1,5,233
282,1,4,18
334,0,4,113
83,5,0,4
196,6,3,0
634,3,7,0
218,6,1,0
359,1,5,486
220,6,7,16
511,0,3,15
380,1,5,159
336,5,1,27
138,5,2,4
104,3,7,87
187,4,0,0
329,0,4,61
441,6,7,0
490,4,7,0
20,2,5,959
357,4,1,10
307,3,5,104
475,6,4,0
170,0,6,0
271,7,1,0
522,2,1,0
90,2,5,73
116,5,5,54
147,4,4,7
672,0,2,95
9,0,4,570
140,5,5,98
378,1,5,153
551,5,1,0
476,4,1,13
612,5,5,18
556,7,2,0
497,5,1,0
568,3,1,10
65,1,5,470
503,1,5,499
53,1,7,0
224,7,7,0
243,3,5,50
349,2,3,114
469,0,1,0
724,2,5,930
15,0,3,60
673,4,3,173
362,1,3,35
423,5,1,0
718,4,0,0
139,2,6,1522
415,4,0,0
625,2,4,97
154,5,7,153
114,3,2,17
439,3,0,0
249,7,7,0
233,3,4,13
673,1,1,0
258,4,5,50
165,2,6,1477
404,6,1,0
243,5,1,0
312,3,3,119
352,0,4,71
428,2,3,70
322,3,5,6
103,2,0,4
714,3,5,43
62,0,6,186
729,7,2,0
676,0,4,74
353,5,1,10
125,0,5,0
465,6,5,13
365,5,0,0
610,1,2,0
558,7,4,10
436,1,5,25
137,2,5,432
486,3,0,0
430,6,4,19
328,1,6,77
168,1,4,0
4,6,0,0
28,7,7,0
462,0,2,8
694,1,5,214
260,3,6,231
373,6,7,57
135,7,1,0
364,5,4,50
64,4,1,9
346,5,5,0
111,7,6,6
81,5,0,0
724,5,3,45
25,0,3,20
332,4,5,42
644,2,1,0
126,7,3,0
477,2,6,276
357,5,7,60
451,0,1,20
488,4,3,50
183,3,1,15
566,6,5,32
485,1,1,0
190,5,3,15
433,7,7,8
238,3,4,59
557,5,3,10
110,0,7,20
205,4,2,81
451,4,1,8
201,5,6,0
460,1,2,48
144,1,0,0
15,0,1,8
126,5,3,0
92,3,6,241
258,7,2,0
229,2,1,5
451,4,7,45
712,0,0,0
485,0,1,8
622,3,6,110
37,7,4,11
27,7,3,0
180,0,1,0
175,5,4,0
481,0,3,59
547,5,3,9
550,7,2,0
704,3,1,0
47,4,4,46
40,7,5,9
257,5,3,0
336,1,2,44
299,7,5,0
420,4,3,12
676,1,7,128
271,2,7,0
713,2,7,13
11,2,2,44
148,3,3,0
261,5,1,0
414,3,2,12
294,5,4,6
571,6,2,0
311,4,3,104
668,2,3,192
115,1,5,93
301,1,1,6
564,4,0,0
228,5,3,0
563,0,3,0
570,7,2,16
388,3,4,96
42,0,5,1021
595,4,1,27
249,6,7,0
602,6,6,0
560,5,3,0
176,0,0,0
279,6,1,0
415,0,2,12
536,4,0,0
586,1,2,44
340,1,6,44
652,1,2,71
705,5,3,0
693,2,4,300
454,0,0,0
600,5,6,156
195,1,5,25
533,0,5,55
78,3,4,12
265,1,6,38
313,7,2,6
270,0,7,9
249,7,0,0
719,6,0,0
537,1,0,0
193,1,6,28
434,7,6,8
503,7,5,0
75,1,4,6
274,5,2,0
74,7,2,4
519,7,6,67
704,5,1,0
487,1,2,0
657,1,2,0
676,3,4,74
328,7,6,26
606,2,4,57
563,4,7,0
332,0,6,283
657,2,4,0
81,0,2,28
471,6,6,21
18,1,6,865
369,5,5,0
281,3,3,14
137,7,5,7
257,3,7,22
319,3,2,0
468,4,7,61
164,5,0,0
240,2,3,27
254,7,7,0
653,0,4,20
673,6,5,12
179,5,4,0
680,1,5,0
413,0,0,0
575,1,3,393
484,4,4,22
595,1,2,122
358,2,7,54
77,3,5,0
320,1,1,16
155,6,7,23
370,4,0,0
536,3,4,0
51,3,4,3
603,7,5,11
522,2,0,0
24,6,6,0
724,7,5,23
56,5,6,0
585,1,6,0
259,6,0,0
91,3,3,38
246,0,5,0
24,6,5,11
31,7,5,0
563,5,2,0
590,7,0,0
440,4,3,0
552,0,4,210
314,7,2,0
39,3,3,75
404,7,2,0
252,6,5,17
334,3,4,71
467,4,0,0
692,3,0,0
516,0,2,15
71,1,6,96
438,6,6,0
338,1,1,6
75,1,6,0
594,3,1,27
88,5,2,0
250,6,0,0
58,0,0,0
47,7,0,0
542,0,6,104
274,0,7,5
440,7,0,0
153,5,3,4
128,1,6,7
94,5,2,0
614,6,2,0
103,0,6,6
650,1,3,122
559,1,6,0
395,3,7,0
367,2,1,0
306,0,5,64
376,5,4,50
13,1,5,263
615,3,2,28
524,0,0,9
490,6,6,22
184,6,1,0
727,4,6,2242
430,5,1,0
445,7,7,66
112,6,4,13
221,2,7,8
102,7,1,0
700,1,2,156
639,7,5,19
406,5,6,138
666,4,0,0
117,5,7,13
311,2,2,43
447,7,6,13
541,1,5,295
276,4,1,5
564,0,5,0
688,2,2,74
375,6,3,7
688,2,7,181
544,3,7,55
207,2,6,113
475,2,7,61
415,5,2,0
107,2,7,17
138,3,0,7
128,7,0,0
707,3,2,13
333,3,2,0
454,4,2,8
447,6,0,0
129,2,5,233
178,6,6,0
193,5,2,12
263,0,3,53
0,4,4,27
327,0,4,61
127,5,7,0
482,7,4,8
152,0,7,4
343,4,5,0
365,2,3,39
165,7,7,14
197,3,5,12
548,4,1,40
456,1,7,77
686,6,2,0
340,4,7,10
274,6,3,0
703,3,2,43
72,0,3,38
670,5,1,0
487,4,2,0
607,7,5,0
281,0,1,14
451,6,1,0
472,1,6,90
233,0,6,34
210,6,5,16
333,5,6,145
112,1,6,10
268,4,0,0
473,4,1,21
609,5,2,0
595,2,7,105
81,2,4,91
238,5,4,13
598,0,0,27
402,4,4,41
45,0,6,401
221,6,0,0
293,2,0,0
341,3,5,37
717,1,4,35
300,4,0,0
607,0,5,11
70,6,6,9
56,0,1,12
245,6,6,0
710,7,0,0
46,4,5,54
248,1,0,0
273,6,2,0
469,5,5,82
250,1,1,5
591,1,4,88
510,5,2,9
366,0,1,39
608,3,0,0
658,7,0,0
583,3,0,0
669,1,5,235
580,2,2,105
720,4,5,141
631,4,1,19
69,7,7,19
621,1,6,46
172,1,2,7
217,6,1,0
486,0,5,14
151,1,0,0
673,1,2,41
244,3,3,9
329,7,7,6
37,3,0,0
4,2,1,0
112,4,0,4
600,4,2,0
626,2,3,127
603,5,4,64
212,2,6,399
496,0,7,173
276,0,6,9
408,4,6,539
181,2,3,15
48,0,5,24
284,0,3,18
415,7,4,0
39,6,2,3
432,6,4,33
287,3,3,47
84,4,1,12
181,2,1,0
505,0,3,67
146,7,3,0
509,3,4,47
233,5,4,26
258,1,7,53
571,6,0,0
127,6,1,0
60,6,6,6
614,5,6,36
515,0,7,0
596,3,6,335
40,0,4,147
452,4,6,25
117,1,5,50
726,1,0,0
141,5,4,7
537,0,7,0
98,4,1,0
51,4,5,6
288,7,6,25
290,1,3,0
452,2,5,58
641,7,4,0
430,6,6,82
719,6,3,0
586,1,3,10
607,4,7,18
321,7,5,0
40,4,7,25
664,4,1,12
514,0,5,0
250,3,5,9
245,0,6,5
591,3,6,159
91,0,7,85
292,1,2,25
55,6,6,0
3,7,3,0
703,6,5,35
445,3,0,0
489,3,0,0
181,1,0,0
387,6,2,0
484,5,3,8
403,5,3,11
410,3,5,700
278,3,5,5
539,1,6,0
595,6,3,10
464,2,1,0
494,5,7,36
300,3,0,0
453,1,7,73
715,6,7,22
280,5,5,23
158,4,7,212
491,4,6,0
91,4,5,95
281,5,4,23
450,3,6,40
19,5,4,22
390,3,4,7
135,1,5,98
62,6,0,0
419,2,0,0
599,5,5,105
722,5,4,59
664,1,4,235
652,5,6,12
206,6,0,0
302,5,1,15
488,0,2,0
455,4,2,0
702,7,6,56
253,5,6,0
621,7,6,0
478,5,0,0
695,0,7,235
142,3,6,327
107,2,0,0
314,3,1,10
584,6,5,0
352,5,6,17
583,7,6,54
619,2,4,149
637,6,2,0
671,0,4,122
503,3,7,36
325,5,0,0
706,3,6,303
575,6,0,0
612,2,7,0
404,6,3,48
450,4,0,0
510,2,5,9
480,3,5,485
108,0,3,17
590,5,1,0
716,6,0,0
213,1,1,0
111,0,5,27
280,4,1,5
448,1,2,40
294,1,2,19
34,1,7,923
52,4,2,0
656,6,2,0
270,7,7,0
718,1,3,212
659,2,2,0
292,0,1,6
573,0,0,0
488,2,5,0
256,5,2,0
618,5,3,11
535,2,5,0
209,1,1,5
549,0,1,25
664,4,2,0
51,2,3,3
341,4,1,21
677,0,2,33
667,7,2,0
531,1,4,49
376,3,1,11
133,4,6,98
520,3,4,123
694,6,7,12
641,6,6,30
142,3,7,7
690,5,1,0
446,6,2,8
166,4,2,0
680,5,5,0
405,4,4,60
66,1,0,0
464,5,3,13
670,6,3,63
727,1,6,2346
21,6,6,5
34,0,5,229
461,6,7,8
378,3,1,11
54,1,7,0
404,7,5,0
606,5,1,0
106,1,7,20
443,3,6,13
69,4,4,45
165,3,5,1683
16,0,1,19
97,6,0,0
51,6,5,0
633,3,6,37
567,1,3,126
5,2,4,0
591,3,5,122
498,5,2,0
545,0,1,0
572,5,1,10
725,5,1,14
510,5,3,0
468,4,1,0
596,6,5,78
702,2,3,303
270,7,3,0
412,6,4,12
571,0,1,52
719,4,5,225
146,1,0,0
287,6,1,32
3,3,0,0
547,1,5,169
597,0,6,149
335,0,7,242
244,4,7,14
717,6,1,0
203,7,1,0
720,6,6,104
246,7,6,5
314,7,3,0
183,7,1,0
448,5,0,0
350,0,5,81
89,5,5,73
103,0,5,0
319,4,7,0
625,4,2,0
173,1,3,4
76,4,1,0
75,0,5,0
313,4,5,51
260,7,3,0
500,5,2,0
344,5,1,0
682,5,6,0
381,1,2,39
176,2,1,0
112,5,0,0
99,4,3,40
715,3,0,0
663,4,3,204
310,6,2,6
378,1,7,79
658,3,5,20
274,7,6,79
99,4,5,4
254,3,2,9
708,6,1,0
63,6,2,0
351,6,5,33
248,4,3,5
122,6,6,4
36,2,5,178
94,2,3,75
562,5,6,0
118,5,1,10
12,5,7,65
553,1,3,100
653,6,7,39
714,1,1,0
690,5,2,0
331,2,0,0
183,0,0,7
400,0,1,11
590,5,0,0
269,4,6,9
583,5,1,0
273,7,6,0
77,3,6,0
198,7,1,0
77,1,5,0
379,6,7,35
726,0,2,368
561,4,2,0
165,7,5,44
222,7,6,0
436,0,2,33
451,1,3,152
407,3,7,89
504,0,1,0
134,4,5,226
349,5,4,10
379,3,7,46
197,3,1,0
188,6,0,0
412,3,1,0
473,5,1,103
665,5,7,12
221,3,5,8
380,2,4,50
523,1,4,47
613,1,3,46
235,2,3,16
716,3,1,0
580,3,3,27
674,2,4,119
201,1,1,0
222,0,1,0
221,6,1,0
299,7,4,0
531,6,1,9
108,0,5,10
360,6,0,0
22,1,0,0
233,4,4,26
60,6,7,9
18,0,7,161
277,6,6,32
367,6,3,7
681,5,2,0
265,4,1,0
108,7,1,0
483,4,1,8
381,4,0,0
48,5,5,27
184,7,5,7
335,6,5,6
70,1,6,431
263,2,3,50
91,2,0,0
150,1,1,0
557,2,0,0
682,6,7,0
702,0,5,506
530,7,7,15
685,7,1,0
536,2,0,0
661,5,7,12
656,2,6,12
500,5,0,0
30,3,4,3
483,0,3,50
460,4,0,0
514,4,7,9
651,0,6,71
131,2,0,7
681,7,5,0
42,7,0,0
345,0,0,0
436,4,5,66
191,2,6,50
692,2,7,0
186,2,2,19
228,7,4,0
234,1,3,13
15,1,3,96
664,6,0,0
120,6,1,0
379,1,1,46
692,4,4,0
508,7,4,9
455,2,7,111
436,2,7,58
236,3,0,0
307,0,4,89
290,3,0,0
616,0,1,11
572,6,7,42
63,2,6,216
149,0,6,0
480,0,3,159
226,6,1,0
505,0,4,85
221,2,2,8
438,2,3,20
136,3,6,1189
87,5,4,22
531,4,2,0
413,2,3,24
687,2,5,0
390,2,5,11
580,4,2,0
227,6,3,0
172,5,1,0
468,3,7,8
542,4,3,9
527,2,3,161
0,7,4,0
67,5,1,0
691,2,7,12
297,0,4,0
414,5,6,7
344,2,5,10
641,6,5,30
552,1,5,445
55,4,4,3
624,4,6,97
683,0,6,12
499,1,6,209
280,2,6,14
67,3,2,9
508,2,5,91
256,3,4,14
574,1,2,126
313,1,7,97
378,5,7,28
676,6,1,0
479,3,3,130
8,0,5,24
149,7,0,0
441,7,4,0
313,5,3,10
336,3,4,102
452,5,7,20
419,5,2,0
92,3,7,120
558,1,0,0
490,7,5,0
56,4,3,6
306,6,4,6
118,1,1,0
720,4,2,0
221,5,5,47
712,4,3,13
557,6,7,16
633,6,5,19
492,1,5,45
382,2,4,148
168,6,3,0
191,7,2,0
700,2,5,1137
657,3,6,0
645,4,0,0
142,7,0,0
120,2,3,35
425,2,6,137
229,4,5,26
369,4,0,0
51,1,7,3
335,5,6,350
412,1,2,39
10,4,4,147
387,7,6,7
233,6,0,0
724,7,0,0
272,0,2,9
241,7,2,0
494,6,0,0
214,1,6,154
49,4,0,0
719,2,0,0
524,1,3,137
179,7,5,0
200,5,3,0
171,3,1,0
197,5,5,8
644,4,0,0
162,0,4,69
710,6,3,0
523,3,3,137
569,0,3,84
8,6,1,0
408,5,0,12
197,2,0,0
408,6,1,7
361,2,0,17
589,2,3,44
12,2,1,0
298,5,3,0
448,7,4,13
419,6,2,0
668,2,0,0
264,6,7,5
136,6,1,0
134,2,1,0
252,1,0,0
561,2,5,10
275,0,0,0
556,1,0,0
667,7,7,12
462,0,0,13
411,0,4,55
492,2,6,109
42,7,5,3
64,4,6,292
143,0,7,35
236,5,2,5
172,7,4,4
243,6,3,5
470,2,7,241
686,3,4,0
594,4,6,230
525,1,2,47
706,5,4,22
117,5,6,6
176,7,6,0
86,4,6,739
69,4,6,548
327,5,2,6
423,7,7,19
728,1,5,1806
74,1,5,19
268,3,1,47
614,2,0,0
500,1,1,0
77,7,5,0
99,1,2,10
451,3,6,78
527,5,1,0
414,2,3,0
